Clase;Edad;Sexo;Sobrevivio
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Hombre;No
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;Si
Tripulacion;Adulto;Mujer;No
Tripulacion;Adulto;Mujer;No
Tripulacion;Adulto;Mujer;No
